GeoName,enero_2011,febrero_2011,marzo_2011,abril_2011,mayo_2011,junio_2011,julio_2011,agosto_2011,septiembre_2011,octubre_2011,noviembre_2011,diciembre_2011,enero_2012,febrero_2012,marzo_2012,abril_2012,mayo_2012,junio_2012,julio_2012,agosto_2012,septiembre_2012,octubre_2012,noviembre_2012,diciembre_2012,enero_2013,febrero_2013,marzo_2013,abril_2013,mayo_2013,junio_2013,julio_2013,agosto_2013,septiembre_2013,octubre_2013,noviembre_2013,diciembre_2013,enero_2014,febrero_2014,marzo_2014,abril_2014,mayo_2014,junio_2014,julio_2014,agosto_2014,septiembre_2014,octubre_2014,noviembre_2014,diciembre_2014,enero_2015,febrero_2015,marzo_2015,abril_2015,mayo_2015,junio_2015,julio_2015,agosto_2015,septiembre_2015,octubre_2015,noviembre_2015,diciembre_2015,enero_2016,febrero_2016,marzo_2016,abril_2016,mayo_2016,junio_2016,julio_2016,agosto_2016,septiembre_2016,octubre_2016,noviembre_2016,diciembre_2016
Ohio,12784.333333333334,12784.333333333334,12784.333333333334,12886.666666666666,12886.666666666666,12886.666666666666,13067.333333333334,13067.333333333334,13067.333333333334,13159.0,13159.0,13159.0,13262.0,13262.0,13262.0,13403.666666666666,13403.666666666666,13403.666666666666,13338.0,13338.0,13338.0,13677.666666666666,13677.666666666666,13677.666666666666,13477.0,13477.0,13477.0,13588.333333333334,13588.333333333334,13588.333333333334,13618.666666666666,13618.666666666666,13618.666666666666,13646.333333333334,13646.333333333334,13646.333333333334,13867.333333333334,13867.333333333334,13867.333333333334,14015.0,14015.0,14015.0,14166.333333333334,14166.333333333334,14166.333333333334,14316.0,14316.0,14316.0,14433.666666666666,14433.666666666666,14433.666666666666,14567.333333333334,14567.333333333334,14567.333333333334,14641.666666666666,14641.666666666666,14641.666666666666,14746.666666666666,14746.666666666666,14746.666666666666,14744.333333333334,14744.333333333334,14744.333333333334,14807.0,14807.0,14807.0,14861.333333333334,14861.333333333334,14861.333333333334,15006.0,15006.0,15006.0
Oklahoma,12896.666666666666,12896.666666666666,12896.666666666666,13153.666666666666,13153.666666666666,13153.666666666666,13378.0,13378.0,13378.0,13485.333333333334,13485.333333333334,13485.333333333334,13802.0,13802.0,13802.0,13891.666666666666,13891.666666666666,13891.666666666666,13850.0,13850.0,13850.0,14310.0,14310.0,14310.0,14336.0,14336.0,14336.0,14538.666666666666,14538.666666666666,14538.666666666666,14602.666666666666,14602.666666666666,14602.666666666666,14673.666666666666,14673.666666666666,14673.666666666666,15080.666666666666,15080.666666666666,15080.666666666666,15282.666666666666,15282.666666666666,15282.666666666666,15401.333333333334,15401.333333333334,15401.333333333334,15389.333333333334,15389.333333333334,15389.333333333334,14955.0,14955.0,14955.0,14752.0,14752.0,14752.0,14750.666666666666,14750.666666666666,14750.666666666666,14598.666666666666,14598.666666666666,14598.666666666666,14051.333333333334,14051.333333333334,14051.333333333334,13992.333333333334,13992.333333333334,13992.333333333334,13993.666666666666,13993.666666666666,13993.666666666666,14047.666666666666,14047.666666666666,14047.666666666666
Oregon,12443.333333333334,12443.333333333334,12443.333333333334,12477.0,12477.0,12477.0,12496.0,12496.0,12496.0,12630.666666666666,12630.666666666666,12630.666666666666,12952.0,12952.0,12952.0,13020.666666666666,13020.666666666666,13020.666666666666,12967.333333333334,12967.333333333334,12967.333333333334,13225.666666666666,13225.666666666666,13225.666666666666,13009.333333333334,13009.333333333334,13009.333333333334,13122.666666666666,13122.666666666666,13122.666666666666,13199.666666666666,13199.666666666666,13199.666666666666,13246.666666666666,13246.666666666666,13246.666666666666,13534.333333333334,13534.333333333334,13534.333333333334,13796.666666666666,13796.666666666666,13796.666666666666,13998.666666666666,13998.666666666666,13998.666666666666,14173.666666666666,14173.666666666666,14173.666666666666,14540.333333333334,14540.333333333334,14540.333333333334,14634.666666666666,14634.666666666666,14634.666666666666,14824.666666666666,14824.666666666666,14824.666666666666,14837.666666666666,14837.666666666666,14837.666666666666,15093.0,15093.0,15093.0,15100.333333333334,15100.333333333334,15100.333333333334,15153.0,15153.0,15153.0,15305.0,15305.0,15305.0
Pennsylvania,14513.333333333334,14513.333333333334,14513.333333333334,14667.0,14667.0,14667.0,14806.0,14806.0,14806.0,14838.0,14838.0,14838.0,15072.0,15072.0,15072.0,15152.666666666666,15152.666666666666,15152.666666666666,15140.0,15140.0,15140.0,15478.666666666666,15478.666666666666,15478.666666666666,15155.0,15155.0,15155.0,15322.333333333334,15322.333333333334,15322.333333333334,15332.333333333334,15332.333333333334,15332.333333333334,15383.666666666666,15383.666666666666,15383.666666666666,15567.333333333334,15567.333333333334,15567.333333333334,15742.333333333334,15742.333333333334,15742.333333333334,15895.666666666666,15895.666666666666,15895.666666666666,16080.666666666666,16080.666666666666,16080.666666666666,16243.333333333334,16243.333333333334,16243.333333333334,16361.333333333334,16361.333333333334,16361.333333333334,16491.0,16491.0,16491.0,16615.0,16615.0,16615.0,16680.333333333332,16680.333333333332,16680.333333333332,16760.333333333332,16760.333333333332,16760.333333333332,16947.0,16947.0,16947.0,17026.333333333332,17026.333333333332,17026.333333333332
Plains,13928.0,13928.0,13928.0,14049.0,14049.0,14049.0,14216.666666666666,14216.666666666666,14216.666666666666,14296.0,14296.0,14296.0,14615.666666666666,14615.666666666666,14615.666666666666,14740.333333333334,14740.333333333334,14740.333333333334,14605.333333333334,14605.333333333334,14605.333333333334,15076.0,15076.0,15076.0,14718.333333333334,14718.333333333334,14718.333333333334,14808.333333333334,14808.333333333334,14808.333333333334,14864.0,14864.0,14864.0,14831.666666666666,14831.666666666666,14831.666666666666,14988.666666666666,14988.666666666666,14988.666666666666,15276.666666666666,15276.666666666666,15276.666666666666,15393.666666666666,15393.666666666666,15393.666666666666,15542.666666666666,15542.666666666666,15542.666666666666,15623.0,15623.0,15623.0,15664.0,15664.0,15664.0,15747.0,15747.0,15747.0,15783.666666666666,15783.666666666666,15783.666666666666,15744.0,15744.0,15744.0,15766.333333333334,15766.333333333334,15766.333333333334,15885.0,15885.0,15885.0,15950.333333333334,15950.333333333334,15950.333333333334
Rhode Island,14497.666666666666,14497.666666666666,14497.666666666666,14758.0,14758.0,14758.0,14762.666666666666,14762.666666666666,14762.666666666666,14758.666666666666,14758.666666666666,14758.666666666666,15055.666666666666,15055.666666666666,15055.666666666666,15088.333333333334,15088.333333333334,15088.333333333334,15024.666666666666,15024.666666666666,15024.666666666666,15220.666666666666,15220.666666666666,15220.666666666666,14957.333333333334,14957.333333333334,14957.333333333334,14990.333333333334,14990.333333333334,14990.333333333334,15073.333333333334,15073.333333333334,15073.333333333334,15107.333333333334,15107.333333333334,15107.333333333334,15357.0,15357.0,15357.0,15430.666666666666,15430.666666666666,15430.666666666666,15573.333333333334,15573.333333333334,15573.333333333334,15804.0,15804.0,15804.0,15860.333333333334,15860.333333333334,15860.333333333334,16016.333333333334,16016.333333333334,16016.333333333334,16053.0,16053.0,16053.0,16122.333333333334,16122.333333333334,16122.333333333334,16032.666666666666,16032.666666666666,16032.666666666666,16113.666666666666,16113.666666666666,16113.666666666666,16280.666666666666,16280.666666666666,16280.666666666666,16268.0,16268.0,16268.0
Rocky Mountain,13051.666666666666,13051.666666666666,13051.666666666666,13156.333333333334,13156.333333333334,13156.333333333334,13298.333333333334,13298.333333333334,13298.333333333334,13342.333333333334,13342.333333333334,13342.333333333334,13621.333333333334,13621.333333333334,13621.333333333334,13727.0,13727.0,13727.0,13627.333333333334,13627.333333333334,13627.333333333334,14202.666666666666,14202.666666666666,14202.666666666666,13914.333333333334,13914.333333333334,13914.333333333334,14083.333333333334,14083.333333333334,14083.333333333334,14190.666666666666,14190.666666666666,14190.666666666666,14253.333333333334,14253.333333333334,14253.333333333334,14600.666666666666,14600.666666666666,14600.666666666666,14836.666666666666,14836.666666666666,14836.666666666666,14963.333333333334,14963.333333333334,14963.333333333334,15178.0,15178.0,15178.0,15316.666666666666,15316.666666666666,15316.666666666666,15397.333333333334,15397.333333333334,15397.333333333334,15417.666666666666,15417.666666666666,15417.666666666666,15410.333333333334,15410.333333333334,15410.333333333334,15365.0,15365.0,15365.0,15400.333333333334,15400.333333333334,15400.333333333334,15522.666666666666,15522.666666666666,15522.666666666666,15681.333333333334,15681.333333333334,15681.333333333334
South Carolina,11354.333333333334,11354.333333333334,11354.333333333334,11467.333333333334,11467.333333333334,11467.333333333334,11513.333333333334,11513.333333333334,11513.333333333334,11520.333333333334,11520.333333333334,11520.333333333334,11863.0,11863.0,11863.0,11917.0,11917.0,11917.0,11847.666666666666,11847.666666666666,11847.666666666666,12103.666666666666,12103.666666666666,12103.666666666666,11865.333333333334,11865.333333333334,11865.333333333334,11911.666666666666,11911.666666666666,11911.666666666666,12027.0,12027.0,12027.0,12068.666666666666,12068.666666666666,12068.666666666666,12297.333333333334,12297.333333333334,12297.333333333334,12548.666666666666,12548.666666666666,12548.666666666666,12670.0,12670.0,12670.0,12800.0,12800.0,12800.0,13012.333333333334,13012.333333333334,13012.333333333334,13133.666666666666,13133.666666666666,13133.666666666666,13272.666666666666,13272.666666666666,13272.666666666666,13370.666666666666,13370.666666666666,13370.666666666666,13425.333333333334,13425.333333333334,13425.333333333334,13512.0,13512.0,13512.0,13620.333333333334,13620.333333333334,13620.333333333334,13772.333333333334,13772.333333333334,13772.333333333334
South Dakota,14720.0,14720.0,14720.0,14722.666666666666,14722.666666666666,14722.666666666666,14833.666666666666,14833.666666666666,14833.666666666666,15069.333333333334,15069.333333333334,15069.333333333334,15132.666666666666,15132.666666666666,15132.666666666666,15143.0,15143.0,15143.0,14408.666666666666,14408.666666666666,14408.666666666666,15311.666666666666,15311.666666666666,15311.666666666666,15064.666666666666,15064.666666666666,15064.666666666666,15078.333333333334,15078.333333333334,15078.333333333334,15005.0,15005.0,15005.0,14847.666666666666,14847.666666666666,14847.666666666666,15316.333333333334,15316.333333333334,15316.333333333334,15664.0,15664.0,15664.0,15610.333333333334,15610.333333333334,15610.333333333334,15724.0,15724.0,15724.0,15891.666666666666,15891.666666666666,15891.666666666666,15999.333333333334,15999.333333333334,15999.333333333334,16141.0,16141.0,16141.0,16331.0,16331.0,16331.0,15994.333333333334,15994.333333333334,15994.333333333334,16017.666666666666,16017.666666666666,16017.666666666666,16180.666666666666,16180.666666666666,16180.666666666666,16167.666666666666,16167.666666666666,16167.666666666666
Southeast,12639.0,12639.0,12639.0,12717.666666666666,12717.666666666666,12717.666666666666,12811.666666666666,12811.666666666666,12811.666666666666,12856.666666666666,12856.666666666666,12856.666666666666,13044.666666666666,13044.666666666666,13044.666666666666,13123.666666666666,13123.666666666666,13123.666666666666,13046.0,13046.0,13046.0,13389.333333333334,13389.333333333334,13389.333333333334,13023.0,13023.0,13023.0,13064.666666666666,13064.666666666666,13064.666666666666,13104.333333333334,13104.333333333334,13104.333333333334,13134.0,13134.0,13134.0,13383.0,13383.0,13383.0,13598.333333333334,13598.333333333334,13598.333333333334,13730.666666666666,13730.666666666666,13730.666666666666,13888.666666666666,13888.666666666666,13888.666666666666,14055.666666666666,14055.666666666666,14055.666666666666,14179.333333333334,14179.333333333334,14179.333333333334,14263.333333333334,14263.333333333334,14263.333333333334,14315.333333333334,14315.333333333334,14315.333333333334,14350.666666666666,14350.666666666666,14350.666666666666,14401.0,14401.0,14401.0,14513.333333333334,14513.333333333334,14513.333333333334,14654.666666666666,14654.666666666666,14654.666666666666
Southwest,13207.666666666666,13207.666666666666,13207.666666666666,13344.0,13344.0,13344.0,13497.333333333334,13497.333333333334,13497.333333333334,13540.0,13540.0,13540.0,13869.0,13869.0,13869.0,13955.0,13955.0,13955.0,13843.0,13843.0,13843.0,14275.333333333334,14275.333333333334,14275.333333333334,14005.0,14005.0,14005.0,14165.666666666666,14165.666666666666,14165.666666666666,14236.666666666666,14236.666666666666,14236.666666666666,14298.666666666666,14298.666666666666,14298.666666666666,14665.333333333334,14665.333333333334,14665.333333333334,14867.333333333334,14867.333333333334,14867.333333333334,14986.666666666666,14986.666666666666,14986.666666666666,15081.0,15081.0,15081.0,15061.333333333334,15061.333333333334,15061.333333333334,14977.0,14977.0,14977.0,14954.666666666666,14954.666666666666,14954.666666666666,14880.0,14880.0,14880.0,14687.333333333334,14687.333333333334,14687.333333333334,14695.666666666666,14695.666666666666,14695.666666666666,14798.0,14798.0,14798.0,14936.0,14936.0,14936.0
Tennessee,12396.666666666666,12396.666666666666,12396.666666666666,12516.333333333334,12516.333333333334,12516.333333333334,12635.0,12635.0,12635.0,12696.333333333334,12696.333333333334,12696.333333333334,12904.0,12904.0,12904.0,13014.0,13014.0,13014.0,12957.0,12957.0,12957.0,13235.0,13235.0,13235.0,13013.0,13013.0,13013.0,13019.0,13019.0,13019.0,13027.333333333334,13027.333333333334,13027.333333333334,13058.666666666666,13058.666666666666,13058.666666666666,13267.333333333334,13267.333333333334,13267.333333333334,13381.666666666666,13381.666666666666,13381.666666666666,13438.333333333334,13438.333333333334,13438.333333333334,13533.0,13533.0,13533.0,13808.0,13808.0,13808.0,13948.0,13948.0,13948.0,14038.0,14038.0,14038.0,14107.0,14107.0,14107.0,14203.333333333334,14203.333333333334,14203.333333333334,14214.666666666666,14214.666666666666,14214.666666666666,14352.0,14352.0,14352.0,14464.333333333334,14464.333333333334,14464.333333333334
Texas,13775.0,13775.0,13775.0,13921.0,13921.0,13921.0,14089.0,14089.0,14089.0,14115.333333333334,14115.333333333334,14115.333333333334,14502.0,14502.0,14502.0,14585.666666666666,14585.666666666666,14585.666666666666,14465.333333333334,14465.333333333334,14465.333333333334,14936.333333333334,14936.333333333334,14936.333333333334,14605.666666666666,14605.666666666666,14605.666666666666,14777.333333333334,14777.333333333334,14777.333333333334,14859.333333333334,14859.333333333334,14859.333333333334,14925.666666666666,14925.666666666666,14925.666666666666,15330.666666666666,15330.666666666666,15330.666666666666,15554.0,15554.0,15554.0,15669.0,15669.0,15669.0,15754.0,15754.0,15754.0,15741.333333333334,15741.333333333334,15741.333333333334,15607.333333333334,15607.333333333334,15607.333333333334,15571.0,15571.0,15571.0,15445.666666666666,15445.666666666666,15445.666666666666,15209.333333333334,15209.333333333334,15209.333333333334,15185.0,15185.0,15185.0,15298.666666666666,15298.666666666666,15298.666666666666,15472.333333333334,15472.333333333334,15472.333333333334
United States,14076.666666666666,14076.666666666666,14076.666666666666,14167.0,14167.0,14167.0,14288.333333333334,14288.333333333334,14288.333333333334,14324.666666666666,14324.666666666666,14324.666666666666,14585.666666666666,14585.666666666666,14585.666666666666,14692.333333333334,14692.333333333334,14692.333333333334,14612.333333333334,14612.333333333334,14612.333333333334,15083.0,15083.0,15083.0,14664.0,14664.0,14664.0,14784.0,14784.0,14784.0,14841.666666666666,14841.666666666666,14841.666666666666,14900.0,14900.0,14900.0,15133.0,15133.0,15133.0,15350.0,15350.0,15350.0,15520.0,15520.0,15520.0,15701.0,15701.0,15701.0,15867.333333333334,15867.333333333334,15867.333333333334,15992.0,15992.0,15992.0,16079.333333333334,16079.333333333334,16079.333333333334,16134.0,16134.0,16134.0,16184.0,16184.0,16184.0,16237.666666666666,16237.666666666666,16237.666666666666,16363.333333333334,16363.333333333334,16363.333333333334,16509.333333333332,16509.333333333332,16509.333333333332
Utah,11181.0,11181.0,11181.0,11301.333333333334,11301.333333333334,11301.333333333334,11409.0,11409.0,11409.0,11457.666666666666,11457.666666666666,11457.666666666666,11727.666666666666,11727.666666666666,11727.666666666666,11810.333333333334,11810.333333333334,11810.333333333334,11705.333333333334,11705.333333333334,11705.333333333334,12232.333333333334,12232.333333333334,12232.333333333334,11901.666666666666,11901.666666666666,11901.666666666666,12042.666666666666,12042.666666666666,12042.666666666666,12129.0,12129.0,12129.0,12067.666666666666,12067.666666666666,12067.666666666666,12344.333333333334,12344.333333333334,12344.333333333334,12461.0,12461.0,12461.0,12563.333333333334,12563.333333333334,12563.333333333334,12771.666666666666,12771.666666666666,12771.666666666666,13100.666666666666,13100.666666666666,13100.666666666666,13252.0,13252.0,13252.0,13346.0,13346.0,13346.0,13435.0,13435.0,13435.0,13629.333333333334,13629.333333333334,13629.333333333334,13682.666666666666,13682.666666666666,13682.666666666666,13791.666666666666,13791.666666666666,13791.666666666666,13953.0,13953.0,13953.0
Vermont,14356.0,14356.0,14356.0,14531.666666666666,14531.666666666666,14531.666666666666,14641.0,14641.0,14641.0,14829.0,14829.0,14829.0,14808.666666666666,14808.666666666666,14808.666666666666,14974.666666666666,14974.666666666666,14974.666666666666,14812.333333333334,14812.333333333334,14812.333333333334,15192.333333333334,15192.333333333334,15192.333333333334,14939.333333333334,14939.333333333334,14939.333333333334,15119.333333333334,15119.333333333334,15119.333333333334,15132.666666666666,15132.666666666666,15132.666666666666,15211.0,15211.0,15211.0,15303.666666666666,15303.666666666666,15303.666666666666,15503.0,15503.0,15503.0,15719.666666666666,15719.666666666666,15719.666666666666,15975.0,15975.0,15975.0,15869.666666666666,15869.666666666666,15869.666666666666,16012.333333333334,16012.333333333334,16012.333333333334,16105.666666666666,16105.666666666666,16105.666666666666,16180.333333333334,16180.333333333334,16180.333333333334,16231.333333333334,16231.333333333334,16231.333333333334,16218.333333333334,16218.333333333334,16218.333333333334,16306.0,16306.0,16306.0,16311.666666666666,16311.666666666666,16311.666666666666
Virginia,15687.333333333334,15687.333333333334,15687.333333333334,15786.666666666666,15786.666666666666,15786.666666666666,15945.0,15945.0,15945.0,15982.666666666666,15982.666666666666,15982.666666666666,16227.0,16227.0,16227.0,16287.666666666666,16287.666666666666,16287.666666666666,16230.333333333334,16230.333333333334,16230.333333333334,16656.666666666668,16656.666666666668,16656.666666666668,16076.0,16076.0,16076.0,16069.333333333334,16069.333333333334,16069.333333333334,16035.0,16035.0,16035.0,16079.333333333334,16079.333333333334,16079.333333333334,16348.333333333334,16348.333333333334,16348.333333333334,16531.0,16531.0,16531.0,16658.666666666668,16658.666666666668,16658.666666666668,16803.0,16803.0,16803.0,16997.666666666668,16997.666666666668,16997.666666666668,17189.0,17189.0,17189.0,17295.0,17295.0,17295.0,17332.0,17332.0,17332.0,17375.333333333332,17375.333333333332,17375.333333333332,17458.333333333332,17458.333333333332,17458.333333333332,17589.666666666668,17589.666666666668,17589.666666666668,17771.333333333332,17771.333333333332,17771.333333333332
Washington,14627.666666666666,14627.666666666666,14627.666666666666,14668.0,14668.0,14668.0,14781.333333333334,14781.333333333334,14781.333333333334,14967.666666666666,14967.666666666666,14967.666666666666,15412.333333333334,15412.333333333334,15412.333333333334,15619.666666666666,15619.666666666666,15619.666666666666,15578.0,15578.0,15578.0,16117.0,16117.0,16117.0,15635.0,15635.0,15635.0,15747.333333333334,15747.333333333334,15747.333333333334,15914.666666666666,15914.666666666666,15914.666666666666,15930.666666666666,15930.666666666666,15930.666666666666,16332.666666666666,16332.666666666666,16332.666666666666,16617.666666666668,16617.666666666668,16617.666666666668,16902.666666666668,16902.666666666668,16902.666666666668,17119.666666666668,17119.666666666668,17119.666666666668,17287.0,17287.0,17287.0,17434.666666666668,17434.666666666668,17434.666666666668,17544.333333333332,17544.333333333332,17544.333333333332,17571.333333333332,17571.333333333332,17571.333333333332,17878.666666666668,17878.666666666668,17878.666666666668,17969.333333333332,17969.333333333332,17969.333333333332,18114.666666666668,18114.666666666668,18114.666666666668,18424.0,18424.0,18424.0
West Virginia,11311.0,11311.0,11311.0,11477.0,11477.0,11477.0,11579.0,11579.0,11579.0,11620.0,11620.0,11620.0,11739.333333333334,11739.333333333334,11739.333333333334,11804.333333333334,11804.333333333334,11804.333333333334,11675.666666666666,11675.666666666666,11675.666666666666,11761.0,11761.0,11761.0,11687.333333333334,11687.333333333334,11687.333333333334,11709.333333333334,11709.333333333334,11709.333333333334,11684.666666666666,11684.666666666666,11684.666666666666,11708.333333333334,11708.333333333334,11708.333333333334,11868.333333333334,11868.333333333334,11868.333333333334,12040.0,12040.0,12040.0,12137.0,12137.0,12137.0,12280.666666666666,12280.666666666666,12280.666666666666,12278.0,12278.0,12278.0,12404.0,12404.0,12404.0,12391.0,12391.0,12391.0,12357.333333333334,12357.333333333334,12357.333333333334,12320.0,12320.0,12320.0,12342.333333333334,12342.333333333334,12342.333333333334,12344.333333333334,12344.333333333334,12344.333333333334,12430.333333333334,12430.333333333334,12430.333333333334
Wisconsin,13536.666666666666,13536.666666666666,13536.666666666666,13634.0,13634.0,13634.0,13847.0,13847.0,13847.0,13733.0,13733.0,13733.0,14064.0,14064.0,14064.0,14137.0,14137.0,14137.0,14099.333333333334,14099.333333333334,14099.333333333334,14539.333333333334,14539.333333333334,14539.333333333334,14087.0,14087.0,14087.0,14226.333333333334,14226.333333333334,14226.333333333334,14289.0,14289.0,14289.0,14307.333333333334,14307.333333333334,14307.333333333334,14436.666666666666,14436.666666666666,14436.666666666666,14684.0,14684.0,14684.0,14768.666666666666,14768.666666666666,14768.666666666666,14980.666666666666,14980.666666666666,14980.666666666666,15172.666666666666,15172.666666666666,15172.666666666666,15277.0,15277.0,15277.0,15358.0,15358.0,15358.0,15419.0,15419.0,15419.0,15435.666666666666,15435.666666666666,15435.666666666666,15459.333333333334,15459.333333333334,15459.333333333334,15592.333333333334,15592.333333333334,15592.333333333334,15623.666666666666,15623.666666666666,15623.666666666666
Wyoming,16538.666666666668,16538.666666666668,16538.666666666668,16666.333333333332,16666.333333333332,16666.333333333332,16959.666666666668,16959.666666666668,16959.666666666668,17241.666666666668,17241.666666666668,17241.666666666668,17605.666666666668,17605.666666666668,17605.666666666668,17900.0,17900.0,17900.0,17594.666666666668,17594.666666666668,17594.666666666668,18396.333333333332,18396.333333333332,18396.333333333332,17480.666666666668,17480.666666666668,17480.666666666668,17547.333333333332,17547.333333333332,17547.333333333332,17642.0,17642.0,17642.0,17851.0,17851.0,17851.0,18244.666666666668,18244.666666666668,18244.666666666668,18678.0,18678.0,18678.0,18909.333333333332,18909.333333333332,18909.333333333332,19113.333333333332,19113.333333333332,19113.333333333332,18946.333333333332,18946.333333333332,18946.333333333332,18759.0,18759.0,18759.0,18718.0,18718.0,18718.0,18464.333333333332,18464.333333333332,18464.333333333332,17943.333333333332,17943.333333333332,17943.333333333332,17732.0,17732.0,17732.0,17724.333333333332,17724.333333333332,17724.333333333332,17879.666666666668,17879.666666666668,17879.666666666668
