Estado,Ingresos_personales_2018
"Georgetown, SC",2898294
"Greenville, SC",24573446
"Greenwood, SC",2543895
"Hampton, SC",627714
"Horry, SC",12957451
"Jasper, SC",887459
"Kershaw, SC",2695822
"Lancaster, SC",4726997
"Laurens, SC",2318937
"Lee, SC",542213
"Lexington, SC",13384054
"McCormick, SC",360517
"Marion, SC",976437
"Marlboro, SC",839518
"Newberry, SC",1422477
"Oconee, SC",3418070
"Orangeburg, SC",2933761
"Pickens, SC",4783138
"Richland, SC",18456592
"Saluda, SC",689493
"Spartanburg, SC",13299177
"Sumter, SC",4095969
"Union, SC",883958
"Williamsburg, SC",999118
"York, SC",12861202
"Aurora, SD",106088
"Beadle, SD",858790
"Bennett, SD",121809
"Bon Homme, SD",264173
"Brookings, SD",1575513
"Brown, SD",2062647
"Brule, SD",237087
"Buffalo, SD",45729
"Butte, SD",387814
"Campbell, SD",68744
"Charles Mix, SD",357395
"Clark, SD",173700
"Clay, SD",540700
"Codington, SD",1362097
"Corson, SD",110336
"Custer, SD",420274
"Davison, SD",986554
"Day, SD",259911
"Deuel, SD",208002
"Dewey, SD",209289
"Douglas, SD",147891
"Edmunds, SD",212302
"Fall River, SD",304725
"Faulk, SD",119688
"Grant, SD",385142
"Gregory, SD",178761
"Haakon, SD",97824
"Hamlin, SD",265777
"Hand, SD",179087
"Hanson, SD",202444
"Harding, SD",56533
"Hughes, SD",893535
"Hutchinson, SD",358445
"Hyde, SD",62788
"Jackson, SD",88888
"Jerauld, SD",80240
"Jones, SD",46351
"Kingsbury, SD",267841
"Lake, SD",618022
"Lawrence, SD",1295140
"Lincoln, SD",3964098
"Lyman, SD",154200
"McCook, SD",267133
"McPherson, SD",105672
"Marshall, SD",226614
"Meade, SD",1223392
"Mellette, SD",61458
"Miner, SD",101132
"Minnehaha, SD",10980322
"Moody, SD",316210
"Oglala Lakota, SD*",361578
"Pennington, SD",5684599
"Perkins, SD",115451
"Potter, SD",143505
"Roberts, SD",388410
"Sanborn, SD",109472
"Spink, SD",351517
"Stanley, SD",171759
"Sully, SD",100066
"Todd, SD",257267
"Tripp, SD",270359
"Turner, SD",430229
"Union, SD",1722219
"Walworth, SD",246940
"Yankton, SD",1117174
"Ziebach, SD",55135
"Anderson, TN",3167916
"Bedford, TN",1833856
"Benton, TN",538909
"Bledsoe, TN",385942
"Blount, TN",5757372
"Bradley, TN",4172613
"Campbell, TN",1321220
"Cannon, TN",503875
"Carroll, TN",957321
"Carter, TN",1880406
"Cheatham, TN",1782356
"Chester, TN",575609
"Claiborne, TN",1109562
"Clay, TN",241160
"Cocke, TN",1148796
"Coffee, TN",2143693
"Crockett, TN",535989
"Cumberland, TN",2184019
"Davidson, TN",46515528
"Decatur, TN",481157
"DeKalb, TN",797714
"Dickson, TN",2163060
"Dyer, TN",1462147
"Fayette, TN",2209887
"Fentress, TN",595268
"Franklin, TN",1616738
"Gibson, TN",1836322
"Giles, TN",1110449
"Grainger, TN",779223
"Greene, TN",2475678
"Grundy, TN",429390
"Hamblen, TN",2363238
"Hamilton, TN",18620955
"Hancock, TN",174217
"Hardeman, TN",729344
"Hardin, TN",998872
"Hawkins, TN",1932245
"Haywood, TN",558968
"Henderson, TN",993800
"Henry, TN",1294268
"Hickman, TN",821664
"Houston, TN",260978
"Humphreys, TN",694718
"Jackson, TN",363289
"Jefferson, TN",1979498
"Johnson, TN",564091
"Knox, TN",23417810
"Lake, TN",154846
"Lauderdale, TN",769445
"Lawrence, TN",1488815
"Lewis, TN",414463
"Lincoln, TN",1358630
"Loudon, TN",2608014
"McMinn, TN",1917281
"McNairy, TN",834051
"Macon, TN",791424
"Madison, TN",4085670
"Marion, TN",1105927
"Marshall, TN",1271110
"Maury, TN",4010930
"Meigs, TN",408929
"Monroe, TN",1559514
"Montgomery, TN",8607762
"Moore, TN",256645
"Morgan, TN",636694
"Obion, TN",1171829
"Overton, TN",751755
"Perry, TN",275878
"Pickett, TN",205791
"Polk, TN",563137
"Putnam, TN",3078223
"Rhea, TN",1124334
"Roane, TN",2158471
"Robertson, TN",2978999
"Rutherford, TN",13407830
"Scott, TN",664697
"Sequatchie, TN",565106
"Sevier, TN",3925380
"Shelby, TN",45297333
"Smith, TN",763876
"Stewart, TN",547248
"Sullivan, TN",6656250
"Sumner, TN",9131627
"Tipton, TN",2393064
"Trousdale, TN",334808
"Unicoi, TN",637625
"Union, TN",632536
"Van Buren, TN",174745
"Warren, TN",1404040
"Washington, TN",5540752
"Wayne, TN",463731
"Weakley, TN",1157984
"White, TN",878966
"Williamson, TN",21538536
"Wilson, TN",6990706
"Anderson, TX",1994694
"Andrews, TX",918436
"Angelina, TX",3365850
"Aransas, TX",1192905
"Archer, TX",432812
"Armstrong, TX",96315
"Atascosa, TX",1907163
"Austin, TX",1494552
"Bailey, TX",288964
"Bandera, TX",1022182
"Bastrop, TX",3242036
"Baylor, TX",158057
"Bee, TX",933759
"Bell, TX",15194016
"Bexar, TX",91843444
"Blanco, TX",624978
"Borden, TX",44840
"Bosque, TX",761166
"Bowie, TX",3720793
"Brazoria, TX",17474867
"Brazos, TX",9077721
"Brewster, TX",433446
"Briscoe, TX",64014
"Brooks, TX",244516
"Brown, TX",1471233
"Burleson, TX",826543
"Burnet, TX",2303843
"Caldwell, TX",1448952
"Calhoun, TX",952245
"Callahan, TX",561826
"Cameron, TX",12117617
"Camp, TX",496870
"Carson, TX",260598
"Cass, TX",1096492
"Castro, TX",447168
"Chambers, TX",2337348
"Cherokee, TX",1802152
"Childress, TX",214487
"Clay, TX",449225
"Cochran, TX",102091
"Coke, TX",136837
"Coleman, TX",339730
"Collin, TX",67307029
"Collingsworth, TX",108629
"Colorado, TX",978934
"Comal, TX",8949079
"Comanche, TX",542846
"Concho, TX",90447
"Cooke, TX",2061588
"Coryell, TX",2602079
"Cottle, TX",86897
"Crane, TX",233922
"Crockett, TX",148093
"Crosby, TX",199336
"Culberson, TX",117504
"Dallam, TX",415201
"Dallas, TX",158414641
"Dawson, TX",513789
"Deaf Smith, TX",881840
"Delta, TX",201781
"Denton, TX",50079126
"DeWitt, TX",1230015
"Dickens, TX",72174
"Dimmit, TX",381258
"Donley, TX",144268
"Duval, TX",413602
"Eastland, TX",1348284
"Ector, TX",7942585
"Edwards, TX",78821
"Ellis, TX",8106475
"El Paso, TX",30237346
"Erath, TX",1657047
"Falls, TX",601560
"Fannin, TX",1346843
"Fayette, TX",1350580
"Fisher, TX",184436
"Floyd, TX",220526
"Foard, TX",55296
"Fort Bend, TX",46624087
"Franklin, TX",431115
"Freestone, TX",738158
"Frio, TX",586367
"Gaines, TX",832834
"Galveston, TX",17935456
"Garza, TX",192913
"Gillespie, TX",1670213
"Glasscock, TX",128018
"Goliad, TX",340757
"Gonzales, TX",947485
"Gray, TX",922305
"Grayson, TX",5720450
"Gregg, TX",5632561
"Grimes, TX",1003757
"Guadalupe, TX",7466386
"Hale, TX",1110367
"Hall, TX",94706
"Hamilton, TX",502105
"Hansford, TX",320308
"Hardeman, TX",166124
"Hardin, TX",2647879
"Harris, TX",269235715
"Harrison, TX",2788000
"Hartley, TX",347739
"Haskell, TX",214612
"Hays, TX",10074204
"Hemphill, TX",224204
"Henderson, TX",3205337
"Hidalgo, TX",23024927
"Hill, TX",1455257
"Hockley, TX",937671
"Hood, TX",3050930
"Hopkins, TX",1468558
"Houston, TX",892409
"Howard, TX",1572634
"Hudspeth, TX",105770
"Hunt, TX",3730212
"Hutchinson, TX",880963
"Irion, TX",111318
"Jack, TX",388294
"Jackson, TX",627795
"Jasper, TX",1427147
"Jeff Davis, TX",95452
"Jefferson, TX",10850184
"Jim Hogg, TX",164575
"Jim Wells, TX",1637166
"Johnson, TX",7380603
"Jones, TX",613283
"Karnes, TX",925362
"Kaufman, TX",5599929
"Kendall, TX",3697009
"Kenedy, TX",15190
"Kent, TX",38474
"Kerr, TX",2671808
"Kimble, TX",190938
"King, TX",23436
"Kinney, TX",114726
"Kleberg, TX",1208106
"Knox, TX",142510
"Lamar, TX",2032999
"Lamb, TX",533639
"Lampasas, TX",1064093
"La Salle, TX",298136
"Lavaca, TX",1066128
"Lee, TX",824471
"Leon, TX",687925
"Liberty, TX",3221861
"Limestone, TX",856844
"Lipscomb, TX",242256
"Live Oak, TX",439876
"Llano, TX",1051391
"Loving, TX",8347
"Lubbock, TX",13211903
"Lynn, TX",236024
"McCulloch, TX",313878
"McLennan, TX",10494538
"McMullen, TX",51532
"Madison, TX",440291
"Marion, TX",386913
"Martin, TX",377906
"Mason, TX",196443
"Matagorda, TX",1565108
"Maverick, TX",1777803
"Medina, TX",2056629
"Menard, TX",77884
"Midland, TX",22042622
"Milam, TX",888234
"Mills, TX",188989
"Mitchell, TX",289047
"Montague, TX",811235
"Montgomery, TX",36911402
"Moore, TX",924716
"Morris, TX",499951
"Motley, TX",36768
"Nacogdoches, TX",2472507
"Navarro, TX",1911249
"Newton, TX",460199
"Nolan, TX",647260
"Nueces, TX",15559707
"Ochiltree, TX",563285
"Oldham, TX",107402
"Orange, TX",3734138
"Palo Pinto, TX",1166864
"Panola, TX",1064183
"Parker, TX",7571421
"Parmer, TX",444593
"Pecos, TX",594472
"Polk, TX",1990079
"Potter, TX",5185153
"Presidio, TX",307388
"Rains, TX",416891
"Randall, TX",6546675
"Reagan, TX",202022
"Real, TX",121974
"Red River, TX",496844
"Reeves, TX",670766
"Refugio, TX",310605
"Roberts, TX",42496
"Robertson, TX",716606
"Rockwall, TX",6141207
"Runnels, TX",402337
"Rusk, TX",2019611
"Sabine, TX",374081
"San Augustine, TX",327750
"San Jacinto, TX",1016959
"San Patricio, TX",2988451
"San Saba, TX",246978
"Schleicher, TX",117143
"Scurry, TX",720724
"Shackelford, TX",346638
"Shelby, TX",1068851
"Sherman, TX",232449
"Smith, TX",12617393
"Somervell, TX",410645
"Starr, TX",1721307
"Stephens, TX",385649
"Sterling, TX",81514
"Stonewall, TX",85486
"Sutton, TX",237803
"Swisher, TX",387843
"Tarrant, TX",107327452
"Taylor, TX",6268962
"Terrell, TX",36733
"Terry, TX",429608
"Throckmorton, TX",57145
"Titus, TX",1171837
"Tom Green, TX",5694567
"Travis, TX",85814637
"Trinity, TX",519177
"Tyler, TX",686216
"Upshur, TX",1532104
"Upton, TX",162365
"Uvalde, TX",1066040
"Val Verde, TX",1769225
"Van Zandt, TX",2158907
"Victoria, TX",4349694
"Walker, TX",2110937
"Waller, TX",2211610
"Ward, TX",581493
"Washington, TX",1922420
"Webb, TX",8672165
"Wharton, TX",1794611
"Wheeler, TX",222890
"Wichita, TX",5591812
"Wilbarger, TX",578319
"Willacy, TX",573204
"Williamson, TX",29255223
"Wilson, TX",2301802
"Winkler, TX",481563
"Wise, TX",2992633
"Wood, TX",1751739
"Yoakum, TX",361076
"Young, TX",903433
"Zapata, TX",405070
"Zavala, TX",342337
"Beaver, UT",233702
"Box Elder, UT",2073057
"Cache, UT",5086171
"Carbon, UT",772676
"Daggett, UT",41776
"Davis, UT",15995123
"Duchesne, UT",708650
"Emery, UT",331238
"Garfield, UT",185165
"Grand, UT",536164
"Iron, UT",1701820
"Juab, UT",441722
"Kane, UT",307450
"Millard, UT",460144
"Morgan, UT",627807
"Piute, UT",62399
"Rich, UT",89621
"Salt Lake, UT",59170626
"San Juan, UT",396991
"Sanpete, UT",884123
"Sevier, UT",744256
"Summit, UT",5837167
"Tooele, UT",2571132
"Uintah, UT",1093573
"Utah, UT",25123694
"Wasatch, UT",1839213
"Washington, UT",6805916
"Wayne, UT",104901
"Weber, UT",10419225
"Addison, VT",1853991
"Bennington, VT",1877394
"Caledonia, VT",1229318
"Chittenden, VT",9723782
"Essex, VT",228639
"Franklin, VT",2275155
"Grand Isle, VT",412425
"Lamoille, VT",1332665
"Orange, VT",1351751
"Orleans, VT",1163458
"Rutland, VT",2976110
"Washington, VT",3421481
"Windham, VT",2122543
"Windsor, VT",3148362
"Accomack, VA",1505510
"Amelia, VA",547922
"Amherst, VA",1155820
"Appomattox, VA",601780
"Arlington, VA",22229262
"Bath, VA",260360
"Bedford, VA*",3609168
"Bland, VA",225584
"Botetourt, VA",1651748
"Brunswick, VA",511574
"Buchanan, VA",736610
"Buckingham, VA",497855
"Caroline, VA",1286366
"Charles City, VA",315019
"Charlotte, VA",408929
"Chesterfield, VA",18477895
"Clarke, VA",921407
"Craig, VA",192705
"Culpeper, VA",2376771
"Cumberland, VA",359511
"Dickenson, VA",457210
"Essex, VA",446425
"Fauquier, VA",4877137
"Floyd, VA",601731
"Fluvanna, VA",1197467
"Franklin, VA",2254607
"Giles, VA",654635
"Gloucester, VA",1806724
"Goochland, VA",2300086
"Grayson, VA",484736
"Greene, VA",881948
"Halifax, VA",1205514
"Hanover, VA",6334056
"Henrico, VA",21170015
"Highland, VA",93011
"Isle of Wight, VA",1998903
"King and Queen, VA",297940
"King George, VA",1386157
"King William, VA",779805
"Lancaster, VA",610645
"Lee, VA",679591
"Loudoun, VA",31913668
"Louisa, VA",1577880
"Lunenburg, VA",388583
"Madison, VA",609240
"Mathews, VA",474468
"Mecklenburg, VA",1101939
"Middlesex, VA",532756
"Nelson, VA",734145
"New Kent, VA",1627716
"Northampton, VA",624885
"Northumberland, VA",611033
"Nottoway, VA",515855
"Orange, VA",1781841
"Page, VA",896770
"Patrick, VA",577672
"Powhatan, VA",1651368
"Prince Edward, VA",693771
"Pulaski, VA",1335474
"Rappahannock, VA",475576
"Richmond, VA",330227
"Russell, VA",870092
"Scott, VA",705689
"Shenandoah, VA",1908565
"Smyth, VA",1087032
"Stafford, VA",8167784
"Surry, VA",282118
"Sussex, VA",337216
"Tazewell, VA",1504679
"Warren, VA",1813639
"Westmoreland, VA",765162
"Wythe, VA",982512
"Alexandria (Independent City), VA",13725025
"Chesapeake (Independent City), VA",11819300
"Hampton (Independent City), VA",5523392
"Newport News (Independent City), VA",7164054
"Norfolk (Independent City), VA",9196448
"Portsmouth (Independent City), VA",3702368
"Richmond (Independent City), VA",11953536
"Roanoke (Independent City), VA",4109693
"Suffolk (Independent City), VA",4578484
"Virginia Beach (Independent City), VA",24944147
"Albemarle + Charlottesville, VA*",11400332
"Alleghany + Covington, VA*",800077
"Augusta, Staunton + Waynesboro, VA*",5272600
"Campbell + Lynchburg, VA*",4982526
"Carroll + Galax, VA*",1256542
"Dinwiddie, Colonial Heights + Petersburg, VA*",2973876
"Fairfax, Fairfax City + Falls Church, VA*",97242394
"Frederick + Winchester, VA*",5772248
"Greensville + Emporia, VA*",520084
"Henry + Martinsville, VA*",2398528
"James City + Williamsburg, VA*",5697923
"Montgomery + Radford, VA*",4248021
"Pittsylvania + Danville, VA*",3732360
"Prince George + Hopewell, VA*",2227320
"Prince William, Manassas + Manassas Park, VA*",28565133
"Roanoke + Salem, VA*",6022195
"Rockbridge, Buena Vista + Lexington, VA*",1410829
"Rockingham + Harrisonburg, VA*",5287036
"Southampton + Franklin, VA*",1046879
"Spotsylvania + Fredericksburg, VA*",8203932
"Washington + Bristol, VA*",2766010
"Wise + Norton, VA*",1318012
"York + Poquoson, VA*",4635813
"Adams, WA",748040
"Asotin, WA",1005116
"Benton, WA",9185650
"Chelan, WA",4011832
"Clallam, WA",3426025
"Clark, WA",25537617
"Columbia, WA",181553
"Cowlitz, WA",4689148
"Douglas, WA",1668690
"Ferry, WA",264623
"Franklin, WA",3427860
"Garfield, WA",100173
"Grant, WA",3608991
"Grays Harbor, WA",2872877
"Island, WA",4484773
"Jefferson, WA",1630897
"King, WA",195612556
"Kitsap, WA",14671540
"Kittitas, WA",1902966
"Klickitat, WA",1042117
"Lewis, WA",3327251
"Lincoln, WA",449704
"Mason, WA",2671390
"Okanogan, WA",1684895
"Pacific, WA",881420
"Pend Oreille, WA",554263
"Pierce, WA",44407824
"San Juan, WA",1306398
"Skagit, WA",6436934
"Skamania, WA",530569
"Snohomish, WA",44619404
"Spokane, WA",23089080
"Stevens, WA",1711328
"Thurston, WA",14052605
"Wahkiakum, WA",183340
"Walla Walla, WA",2681609
"Whatcom, WA",10698779
"Whitman, WA",1927821
"Yakima, WA",10321507
"Barbour, WV",533908
"Berkeley, WV",4909941
"Boone, WV",778236
"Braxton, WV",445287
"Brooke, WV",927863
"Cabell, WV",3963412
"Calhoun, WV",216435
"Clay, WV",271669
"Doddridge, WV",251445
"Fayette, WV",1489020
"Gilmer, WV",225278
"Grant, WV",411256
"Greenbrier, WV",1302387
"Hampshire, WV",838619
"Hancock, WV",1225574
"Hardy, WV",467977
"Harrison, WV",3275435
"Jackson, WV",1097887
"Jefferson, WV",2864701
"Kanawha, WV",8645070
"Lewis, WV",650699
"Lincoln, WV",648069
"Logan, WV",1203380
"McDowell, WV",551852
"Marion, WV",2364203
"Marshall, WV",1295284
"Mason, WV",896842
"Mercer, WV",2225515
"Mineral, WV",1103110
"Mingo, WV",770783
"Monongalia, WV",4831139
"Monroe, WV",408776
"Morgan, WV",629524
"Nicholas, WV",837243
"Ohio, WV",2622544
"Pendleton, WV",250629
"Pleasants, WV",330969
"Pocahontas, WV",318630
"Preston, WV",1237303
"Putnam, WV",2652881
"Raleigh, WV",3051745
"Randolph, WV",1057857
"Ritchie, WV",368119
"Roane, WV",493902
"Summers, WV",421960
"Taylor, WV",687492
"Tucker, WV",291453
"Tyler, WV",331426
"Upshur, WV",810958
"Wayne, WV",1351464
"Webster, WV",233044
"Wetzel, WV",563869
"Wirt, WV",188638
"Wood, WV",3771718
"Wyoming, WV",640580
"Adams, WI",801775
"Ashland, WI",622570
"Barron, WI",2210223
"Bayfield, WI",731666
"Brown, WI",13730925
"Buffalo, WI",598624
"Burnett, WI",670476
"Calumet, WI",2549049
"Chippewa, WI",2935056
"Clark, WI",1449033
"Columbia, WI",2896854
"Crawford, WI",674103
"Dane, WI",32956512
"Dodge, WI",3865760
"Door, WI",1722997
"Douglas, WI",1847113
"Dunn, WI",1801016
"Eau Claire, WI",4978186
"Florence, WI",225410
"Fond du Lac, WI",4930665
"Forest, WI",372388
"Grant, WI",2239142
"Green, WI",1859650
"Green Lake, WI",832669
"Iowa, WI",1124128
"Iron, WI",277991
"Jackson, WI",941108
"Jefferson, WI",3866679
"Juneau, WI",1015629
"Kenosha, WI",7918595
"Kewaunee, WI",951622
"La Crosse, WI",5834271
"Lafayette, WI",703609
"Langlade, WI",828537
"Lincoln, WI",1264953
"Manitowoc, WI",3672586
"Marathon, WI",6781463
"Marinette, WI",1828249
"Marquette, WI",629373
"Menominee, WI*",138774
"Milwaukee, WI",44055784
"Monroe, WI",1899536
"Oconto, WI",1738904
"Oneida, WI",1800848
"Outagamie, WI",9475892
"Ozaukee, WI",7324531
"Pepin, WI",351355
"Pierce, WI",1931977
"Polk, WI",2017071
"Portage, WI",3212032
"Price, WI",609322
"Racine, WI",9599959
"Richland, WI",745770
"Rock, WI",7085148
"Rusk, WI",623081
"St. Croix, WI",5006556
"Sauk, WI",3124532
"Sawyer, WI",739335
"Shawano, WI*",1714113
"Sheboygan, WI",6005261
"Taylor, WI",799468
"Trempealeau, WI",1309632
"Vernon, WI",1250595
"Vilas, WI",1180268
"Walworth, WI",5097625
"Washburn, WI",748988
"Washington, WI",7848495
"Waukesha, WI",28686357
"Waupaca, WI",2308520
"Waushara, WI",984479
"Winnebago, WI",8088702
"Wood, WI",3353239
"Shawano (includes Menominee), WI*",(NA)
"Albany, WY",1576682
"Big Horn, WY",456359
"Campbell, WY",2456278
"Carbon, WY",833799
"Converse, WY",764410
"Crook, WY",343853
"Fremont, WY",1785680
"Goshen, WY",552439
"Hot Springs, WY",234597
"Johnson, WY",451642
"Laramie, WY",5158900
"Lincoln, WY",833344
"Natrona, WY",5305323
"Niobrara, WY",119415
"Park, WY",1655546
"Platte, WY",422286
"Sheridan, WY",1734035
"Sublette, WY",536984
"Sweetwater, WY",2342826
"Teton, WY",4966434
"Uinta, WY",812614
"Washakie, WY",371514
"Weston, WY",310231
